raw_id,tracking_id,customer_id,job_id,sample_id,system_name,site,station,sample_date,year,calculation_type,level_,replicate_,depth,fraction,report_note,taxa_id,custom_taxa_id,pollution_tolerance_class,organism,habitat,phylum,division,class_,subclass_,order_,suborder,family,subfamily,tribe,genus,subgenus,species,subspecies,variety,form_,morph,coloniality,coloniality_state,structure_,physiological_state,taxonomic_authority,assay_class,palmer_index,environmental_tolerance_class,area_per_unit_square_um,volume_per_unit_cubic_um,area_to_volume_ratio,biovolume_to_volume_ratio,biovolume_per_unit_cubic_um,biomass_per_animal_ug,average_cells_per_natural_unit,concentration_natural_unit_per_ml_,total_area_square_um_per_ml_,relative_total_area_percent,total_volume_cubic_um_per_ml_,relative_total_volume_percent,total_biovolume_cubic_um_per_ml_,relative_total_biovolume_percent,total_animal_biomass_ug_per_ml_,relative_total_animal_biomass_percent,algal_cell_concentration_cells_per_ml_,algal_biomass_concentration_mg_per_l_,relative_algal_cell_concentration_percent,relative_algal_biomass_concentration_percent,relative_concentration_percent,average_gald_um,taxa_count,uncertain,customer_requested_units,alternate_taxa_name,sample_weight,sample_weight_unit,measurement_notes,tally_notes
77,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3015,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,erosa,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg .,1,0,".,.,.,.,.,.,.,.,.,.,.,.",1587.2533,4825.4863,0.329,1,4825.4863,0,1,0.6391,1014.3736,0.00016234,3083.8468,0.00010273,3083.8468,0.00263615,0,0,0.6391,0.00308385,0.00000761,0.00263615,0.00003121,32,1,FALSE,NU/ml,,0,.,.,
78,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4051,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,elachista,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",2526.0808,13021.3331,0.194,0.0039938,52.0046,0,29.4286,2223.1749,5615919.509,0.89875477,28948701.32,0.96432698,115615.323,0.09883077,0,0,65424.9258,0.11561532,0.77911678,0.09883077,0.10857986,32.8571,105,FALSE,NU/ml,,0,.,.,
79,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4062,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanothece,.,nidulans,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,P. Richter,1,0,"., ., ., ., ., ., ., ., ., ., ., .",270.6915,402.1239,0.673,0.02083333,8.3776,0,8,42.3462,11462.7535,0.00183446,17028.4147,0.00056724,354.7594,0.00030326,0,0,338.7695,0.00035476,0.00403426,0.00030326,0.00206819,12,2,FALSE,NU/ml,Aphanothece smithii,0,.,.,
80,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4321,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechococcus,.,elongatus,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1,0,".,.,.,.,.,.,.,.,.,.,.,.",6.9388,1.3963,4.97,1,1.3963,0,1,14927.0317,103575.6874,0.01657594,20842.6143,0.0006943,20842.6143,0.01781677,0,0,14927.0317,0.02084261,0.17775948,0.01781677,0.72903618,2.6667,705,FALSE,NU/ml,,0,.,.,
81,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4285,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechocystis,.,.,.,.,.,>1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,".,.,.,.,.,.,.,.,.,.,.,.",7.0686,1.7671,4,1,1.7671,0,1,42.3462,299.3283,0.0000479,74.83,0.00000249,74.83,0.00006397,0,0,42.3462,0.00007483,0.00050428,0.00006397,0.00206819,1.5,2,FALSE,NU/ml,,0,.,.,
82,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,5020,.,2,Algae,Freshwater,.,Euglenophyta,Euglenophyceae,.,Euglenales,.,Euglenaceae,.,.,Euglena,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,0,0,.,513.439,961.7462,0.534,1,961.7462,0,1,105.8655,54355.4625,0.00869888,101815.7163,0.00339164,101815.7163,0.08703453,0,0,105.8655,0.10181572,0.00126071,0.08703454,0.00517047,18,5,FALSE,NU/ml,Brachysira,0,.,.,
83,200041-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,1/31/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,6033,.,0,Algae,Freshwater,.,Pyrrhophyta,Dinophyceae,.,Gymnodinales,.,Gymnodiniaceae,.,.,Gymnodinium,.,sp. 2,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Stein,1,0,"., ., ., ., ., ., ., ., ., ., ., .",396.8133,603.1858,0.658,1,603.1858,0,1,21.1731,8401.7655,0.00134459,12771.31,0.00042543,12771.31,0.01091722,0,0,21.1731,0.01277131,0.00025214,0.01091722,0.00103409,16,1,FALSE,NU/ml,,0,.,.,
84,200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2080,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlamydomonas,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1,4,"., ., ., ., ., ., ., ., ., ., ., .",109.0566,107.7484,1.012,1,107.7484,0,1,4636.9077,505685.3897,0.09275567,499619.3871,0.02275273,499619.3871,0.16198454,0,0,4636.9077,0.49961939,0.05998352,0.16198454,0.18348928,6.8,219,FALSE,NU/ml,,0,.,.,
85,200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2110,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlorogonium,.,.,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Dang.,1,0,"., ., ., ., ., ., ., ., ., ., ., .",612.6106,1590.0648,0.385,1,1590.0648,0,1,1460.9435,894989.4901,0.16416403,2322994.876,0.10578949,2322994.876,0.75315181,0,0,1460.9435,2.32299488,0.01889892,0.75315181,0.05781169,48,69,TRUE,NU/ml,,0,.,.,
86,200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2491,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,Schroederia,.,judayi,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,G. M. Smith,1,0,"., ., ., ., ., ., ., ., ., ., ., .",37.6991,15.0796,2.5,1,15.0796,0,1,21.1731,798.2066,0.00014641,319.2818,0.00001454,319.2818,0.00010352,0,0,21.1731,0.00031928,0.0002739,0.00010352,0.00083785,30,1,FALSE,NU/ml,Ankyra judayi,0,.,.,
87,200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1652,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Cienkowski .,1,0,"., ., ., ., ., ., ., ., ., ., ., .",49.0005,33.3081,1.471,1,33.3081,0,1,4128.7534,202310.9831,0.03710902,137520.9326,0.00626272,137520.9326,0.04458647,0,0,4128.7534,0.13752093,0.05340999,0.04458647,0.16338087,4,195,FALSE,NU/ml,,0,.,.,
88,200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3015,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,erosa,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg .,1,0,".,.,.,.,.,.,.,.,.,.,.,.",782.1143,1608.4954,0.486,1,1608.4954,0,1,0.6391,499.8296,0.00009168,1027.9489,0.00004681,1027.9489,0.00033328,0,0,0.6391,0.00102795,0.00000827,0.00033328,0.00002529,24,1,FALSE,NU/ml,,0,.,.,
89,200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4051,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,elachista,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",2123.8778,10782.323,0.197,0.0049004,52.8377,0,29.9,1746.7803,3709947.907,0.6804996,18834349.44,0.85771874,92295.8536,0.02992378,0,0,52228.7311,0.09229585,0.67563633,0.02992378,0.06912268,26.4,83,FALSE,NU/ml,,0,.,.,
90,200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4062,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanothece,.,nidulans,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,P. Richter,1,0,"., ., ., ., ., ., ., ., ., ., ., .",1691.8218,6283.1853,0.269,0.006,37.6991,0,36,21.1731,35821.103,0.00657051,133034.4766,0.00605841,798.2066,0.00025879,0,0,762.2314,0.00079821,0.00986031,0.00025879,0.00083785,30,1,FALSE,NU/ml,Aphanothece smithii,0,.,.,
91,200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4460,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Nostocales,.,Nostocaceae,.,.,Pseudanabaena,.,.,.,.,.,.,Filament,Attached,Vegetative,Live,Lauterborn,1,0,".,.,.,.,.,.,.,.,.,.,.,.",56.0251,13.6136,4.115,1,13.6136,0,5.7778,169.3848,9489.7979,0.00174067,2305.9363,0.00010501,2305.9363,0.00074762,0,0,978.6712,0.00230594,0.01266019,0.00074762,0.00670281,17.3333,8,FALSE,NU/ml,,0,.,.,
92,200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4321,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechococcus,.,elongatus,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1,0,".,.,.,.,.,.,.,.,.,.,.,.",6.1542,1.2217,5.037,1,1.2217,0,1,13021.4532,80136.6271,0.01469911,15908.3093,0.00072447,15908.3093,0.00515773,0,0,13021.4532,0.01590831,0.16844688,0.00515773,0.51527813,2.3333,615,FALSE,NU/ml,,0,.,.,
93,200042-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,2/14/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,5020,.,2,Algae,Freshwater,.,Euglenophyta,Euglenophyceae,.,Euglenales,.,Euglenaceae,.,.,Euglena,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,0,0,.,190.8232,182.2124,1.047,1,182.2124,0,1,63.5193,12120.953,0.00222329,11574.0011,0.00052708,11574.0011,0.00375247,0,0,63.5193,0.011574,0.00082169,0.00375247,0.00251355,10,3,TRUE,NU/ml,Brachysira,0,.,.,
94,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2080,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlamydomonas,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1,4,"., ., ., ., ., ., ., ., ., ., ., .",100.8992,98.4743,1.025,1,98.4743,0,1,1810.2996,182657.7801,0.07075611,178267.9846,0.01474199,178267.9846,0.11193731,0,0,1810.2996,0.17826798,0.04983244,0.11193731,0.12582781,6.6,86,FALSE,NU/ml,,0,.,.,
95,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2110,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlorogonium,.,.,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Dang.,1,0,"., ., ., ., ., ., ., ., ., ., ., .",744.2433,2496.7703,0.298,1,2496.7703,0,1,529.3274,393948.3446,0.15260369,1321608.843,0.10929134,1321608.843,0.82985929,0,0,529.3274,1.32160884,0.01457089,0.82985929,0.03679176,49.2,25,FALSE,NU/ml,,0,.,.,
96,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2491,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,Schroederia,.,judayi,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,G. M. Smith,1,0,"., ., ., ., ., ., ., ., ., ., ., .",49.4801,19.792,2.5,1,19.792,0,1,63.5193,3142.9405,0.00121748,1257.1737,0.00010396,1257.1737,0.0007894,0,0,63.5193,0.00125717,0.00174851,0.0007894,0.00441501,26,3,FALSE,NU/ml,Ankyra judayi,0,.,.,
97,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,8491,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Scourfieldia,.,cordiformis,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Takeda,0,0,"., ., ., ., ., ., ., ., ., ., ., .",108.1209,105.6832,1.023,1,105.6832,0,1,84.6924,9157.0162,0.00354715,8950.5616,0.00074017,8950.5616,0.0056202,0,0,84.6924,0.00895056,0.00233134,0.0056202,0.00588668,6,4,FALSE,NU/ml,,0,.,.,
98,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1180,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,Ochromonadales,.,Synuraceae,.,.,Mallomonas,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Perty,1,0,"., ., ., ., ., ., ., ., ., ., ., .",418.4294,670.2064,0.624,1,670.2064,0,1,21.1731,8859.4453,0.00343188,14190.3435,0.00117348,14190.3435,0.00891034,0,0,21.1731,0.01419034,0.00058284,0.00891034,0.00147167,20,1,FALSE,NU/ml,,0,.,.,
99,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4054,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,delicatissima,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",1789.5014,7118.095,0.251,0.00117694,8.3776,0,16,21.1731,37889.2824,0.01467716,150712.0987,0.01246324,177.3797,0.00011138,0,0,338.7695,0.00017738,0.00932537,0.00011138,0.00147167,24,1,FALSE,NU/ml,,0,.,.,
100,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4051,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,elachista,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",2911.2206,16631.5706,0.175,0.0037454,62.2919,0,35.25,614.0197,1787546.924,0.69244167,10212112.7,0.84449759,38248.4564,0.02401682,0,0,21644.1959,0.03824846,0.59580358,0.02401682,0.04267844,33.25,29,FALSE,NU/ml,,0,.,.,
101,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4062,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanothece,.,nidulans,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,P. Richter,1,0,"., ., ., ., ., ., ., ., ., ., ., .",941.4661,2261.9467,0.416,0.00648148,14.6608,0,14,21.1731,19933.7508,0.00772173,47892.4114,0.0039605,310.4145,0.00019491,0,0,296.4233,0.00031041,0.0081597,0.00019491,0.00147167,30,1,FALSE,NU/ml,Aphanothece smithii,0,.,.,
102,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4086,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Chroococcus,.,minutus,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,(Kuetzing) Naegeli,1,0,"., ., ., ., ., ., ., ., ., ., ., .",442.3864,874.8707,0.506,0.02633343,23.0383,0,4,21.1731,9366.6891,0.00362837,18523.7201,0.00153183,487.7921,0.00030629,0,0,84.6924,0.00048779,0.00233134,0.00030629,0.00147167,12,1,FALSE,NU/ml,,0,.,.,
103,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1000080,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Synechococcaceae,.,.,Cyanodictyon,.,planctonicum,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,.,0,0,.,1465.877,5194.3093,0.282,0.00032761,1.7017,0,13,21.1731,31037.1524,0.01202286,109979.6021,0.00909484,36.0303,0.00002262,0,0,275.2502,0.00003603,0.00757686,0.00002262,0.00147167,25,1,FALSE,NU/ml,,0,.,.,
104,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4321,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechococcus,.,elongatus,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1,0,".,.,.,.,.,.,.,.,.,.,.,.",7.7234,1.5708,4.917,1,1.5708,0,1,11115.8747,85852.3463,0.03325661,17460.8159,0.00144393,17460.8159,0.01096393,0,0,11115.8747,0.01746082,0.30598864,0.01096393,0.77262693,3,525,FALSE,NU/ml,,0,.,.,
105,200043-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,3/6/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,5020,.,2,Algae,Freshwater,.,Euglenophyta,Euglenophyceae,.,Euglenales,.,Euglenaceae,.,.,Euglena,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,0,0,.,190.8232,182.2124,1.047,1,182.2124,0,1,63.5193,12120.953,0.00469529,11574.0011,0.00095712,11574.0011,0.0072675,0,0,63.5193,0.011574,0.00174851,0.0072675,0.00441501,10,3,FALSE,NU/ml,Brachysira,0,.,.,
106,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1021,.,3,Algae,Freshwater,.,Bacillariophyta,Fragilariophyceae,.,Fragilariales,.,Fragilariaceae,.,.,Asterionella,.,formosa,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,Hass.,1,0,"P4,N1-N2,H8,S4-S5,F1-F2,.,C1,D3,.,O2,Y2,*1",1122.5088,398.1312,2.819,1,398.1312,0,4,1.2781,1434.7342,0.00014949,508.8713,0.00001012,508.8713,0.00003586,0,0,5.1126,0.00050887,0.00005563,0.00003586,0.0000521,104,2,FALSE,NU/ml,,0,.,.,
107,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1214,.,3,Algae,Freshwater,.,Bacillariophyta,Bacillariophyceae,.,Naviculales,.,Naviculaceae,.,.,Navicula,.,cryptocephala,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ktz.,1,1,"P4,N1,H8,S4,F3,L3,.,D2-D4,T2-T3,O3,Y2,*1",1244.0707,2261.9467,0.55,1,2261.9467,0,1,0.6391,795.0543,0.00008284,1445.5532,0.00002876,1445.5532,0.00010187,0,0,0.6391,0.00144555,0.00000695,0.00010187,0.00002605,40,1,FALSE,NU/ml,,0,.,.,
108,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2683,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,.,.,.,.,.,.,2-9.9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,"., ., ., ., ., ., ., ., ., ., ., .",39.2699,23.8237,1.648,1,23.8237,0,1,42.3462,1662.9306,0.00017326,1008.8429,0.00002007,1008.8429,0.00007109,0,0,42.3462,0.00100884,0.00046078,0.00007109,0.00172619,3.5,2,FALSE,NU/ml,,0,.,.,
109,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2080,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlamydomonas,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1,4,"., ., ., ., ., ., ., ., ., ., ., .",208.095,293.2027,0.71,1,293.2027,0,1,741.0583,154210.5291,0.01606743,217280.2975,0.00432291,217280.2975,0.01531152,0,0,741.0583,0.2172803,0.00806358,0.01531152,0.03020833,9,35,FALSE,NU/ml,,0,.,.,
110,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2110,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlorogonium,.,.,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Dang.,1,0,"., ., ., ., ., ., ., ., ., ., ., .",2204.7697,10537.3206,0.209,1,10537.3206,0,1,1291.5588,2847589.641,0.29669475,13609568.83,0.27077007,13609568.83,0.95905258,0,0,1291.5588,13.60956883,0.01405368,0.95905258,0.05264881,95,61,FALSE,NU/ml,,0,.,.,
111,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1000538,.,0,Algae,Freshwater,.,Chlorophyta,Prasinophyceae,.,Prasinocladales,.,Pedinomonadaceae,.,.,Monomastix,.,minuta,.,.,.,.,Cell-Motile,Free,Vegetative,Live,.,0,0,"., ., ., ., ., ., ., ., ., ., ., .",30.2152,11.781,2.565,1,11.781,0,1,42.3462,1279.4986,0.00013331,498.8805,0.00000993,498.8805,0.00003516,0,0,42.3462,0.00049888,0.00046078,0.00003516,0.00172619,5,2,FALSE,NU/ml,,0,.,.,
112,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2491,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,Schroederia,.,judayi,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,G. M. Smith,1,0,"., ., ., ., ., ., ., ., ., ., ., .",47.1239,18.8496,2.5,1,18.8496,0,1,359.9426,16961.8995,0.00176729,6784.7742,0.00013499,6784.7742,0.00047812,0,0,359.9426,0.00678477,0.0039166,0.00047812,0.01467262,26.6667,17,FALSE,NU/ml,Ankyra judayi,0,.,.,
113,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,8491,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Scourfieldia,.,cordiformis,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Takeda,0,0,"., ., ., ., ., ., ., ., ., ., ., .",89.1998,78.5398,1.136,1,78.5398,0,1,21.1731,1888.6358,0.00019678,1662.9306,0.00003308,1662.9306,0.00011719,0,0,21.1731,0.00166293,0.00023039,0.00011719,0.0008631,6,1,FALSE,NU/ml,,0,.,.,
114,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1653,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Nonmotile,Free,Cyst,.,N/A,1,0,"., ., ., ., ., ., ., ., ., ., ., .",165.647,205.1251,0.808,1,205.1251,0,1,63.5193,10521.7788,0.00109628,13029.3994,0.00025923,13029.3994,0.00091817,0,0,63.5193,0.0130294,0.00069116,0.00091817,0.00258929,7.3333,3,FALSE,NU/ml,,0,.,.,
115,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1652,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Cienkowski .,1,0,"., ., ., ., ., ., ., ., ., ., ., .",41.7605,26.0545,1.603,1,26.0545,0,1,3705.2916,154734.8279,0.01612206,96539.5187,0.00192071,96539.5187,0.00680304,0,0,3705.2916,0.09653952,0.04031793,0.00680304,0.15104166,3.8,175,FALSE,NU/ml,,0,.,.,
